30789
FBtr0078170	9838	18569	18569	2	9	0	12408
FBtr0078171	9838	18569	18569	2	10	9	12408
FBtr0078166	9838	21375	18569	2	9	19	12408
FBtr0330655	9838	21375	21375	2	9	28	12408
FBtr0306592	9838	21375	21375	2	11	37	12408
FBtr0078168	9838	21375	21375	2	9	48	12408
FBtr0306589	9838	21375	21375	2	10	57	12408
FBtr0078167	9838	21375	21375	2	9	67	12408
FBtr0306590	9838	21375	21375	2	9	76	12408
FBtr0078169	9838	21375	21375	2	10	85	12408
FBtr0306591	9838	21375	21375	2	10	95	12408
FBtr0113008	21822	25154	21375	2	5	105	11998
FBtr0309228	25401	59267	25154	2	14	110	11461
FBtr0078164	25401	59267	59267	2	14	124	11461
FBtr0078163	25401	59267	59267	2	13	138	11461
FBtr0309227	25401	59267	59267	2	12	151	11461
FBtr0309229	25401	59267	59267	2	15	163	11461
FBtr0309225	25401	59267	59267	2	11	178	11461
FBtr0113416	25401	59267	59267	2	13	189	11461
FBtr0309226	25401	65403	59267	2	14	202	11461
FBtr0306539	66481	71389	65403	1	7	216	13449
FBtr0306536	67042	71080	71389	1	5	223	13449
FBtr0306538	67042	71080	71389	1	6	228	13449
FBtr0078100	67042	71389	71389	1	5	234	13449
FBtr0306537	67042	71389	71389	1	6	239	13449
FBtr0306540	71756	76210	71389	1	4	245	12322
FBtr0078101	72386	76210	76210	1	3	249	12322
FBtr0331680	73484	76210	76210	1	4	252	12322
FBtr0302164	73484	76210	76210	1	3	256	12322
FBtr0301733	74128	76210	76210	1	3	259	12322
FBtr0306541	76347	77782	76210	1	2	262	12138
FBtr0290323	82420	87386	77782	2	2	264	13152
FBtr0330637	82983	87386	87386	2	2	266	13152
FBtr0078103	94738	102085	87386	1	12	268	13719
FBtr0078104	102379	104141	102085	1	3	280	11291
FBtr0330636	102379	104141	104141	1	3	283	11291
FBtr0301452	103961	106731	104141	2	5	286	13106
FBtr0089437	106902	114431	106731	1	8	291	12604
FBtr0308091	107760	111336	114431	1	4	299	12604
FBtr0089428	107760	114209	114431	1	8	303	12604
FBtr0330656	107760	114431	114431	1	6	311	12604
FBtr0089429	107760	114431	114431	1	7	317	12604
FBtr0089432	107936	114209	114431	1	7	324	12604
FBtr0089431	107936	114431	114431	1	7	331	12604
FBtr0089430	107936	114431	114431	1	7	338	12604
FBtr0089433	108088	114431	114431	1	7	345	12604
FBtr0089434	108132	114431	114431	1	7	352	12604
FBtr0089435	108132	114431	114431	1	7	359	12604
FBtr0089436	109593	114209	114431	1	6	366	12604
FBtr0330639	114725	156029	114431	1	3	372	11779
FBtr0330638	114725	156029	156029	1	3	375	11779
FBtr0306542	114725	156029	156029	1	3	378	11779
FBtr0336838	115364	116181	156029	2	1	381	12174
FBtr0078160	115364	116487	156029	2	1	382	12174
FBtr0100307	116969	120630	156029	2	10	383	13484
FBtr0100309	117078	120630	156029	2	9	393	13484
FBtr0330646	117078	120630	156029	2	9	402	13484
FBtr0078157	117078	120630	156029	2	11	411	13484
FBtr0100308	117078	120630	156029	2	9	422	13484
FBtr0078158	117078	120741	156029	2	10	431	13484
FBtr0078159	117078	121753	156029	2	9	441	13484
FBtr0078156	117078	121753	156029	2	10	450	13484
FBtr0100310	117173	120630	156029	2	9	460	13484
FBtr0100379	122623	129244	156029	2	7	469	11966
FBtr0078154	122623	129244	156029	2	8	476	11966
FBtr0078155	122623	130790	156029	2	8	484	11966
FBtr0078153	122623	130790	156029	2	9	492	11966
FBtr0300568	132076	133994	156029	1	2	501	11698
FBtr0078115	132076	134471	156029	1	1	503	11698
FBtr0078114	132076	134471	156029	1	2	504	11698
FBtr0346127	138383	139587	156029	2	4	506	12766
FBtr0302194	138383	140991	156029	2	6	510	12766
FBtr0302196	138383	140991	156029	2	6	516	13807
FBtr0302195	139445	140991	156029	2	3	522	13807
FBtr0330644	141076	142571	156029	2	3	525	12085
FBtr0330645	141076	143090	156029	2	3	528	12085
FBtr0300987	141076	143090	156029	2	4	531	12085
FBtr0078116	143322	144226	156029	1	1	535	11264
FBtr0330643	144230	153299	156029	2	9	536	12348
FBtr0301929	144230	153299	156029	2	9	545	12348
FBtr0078147	153538	155304	156029	2	2	554	12684
FBtr0330641	155088	156029	156029	1	2	556	11779
FBtr0330642	155088	156029	156029	1	3	558	11779
FBtr0078118	155334	156029	156029	1	2	561	11779
FBtr0301887	155334	156029	156029	1	3	563	11779
FBtr0330640	155334	156029	156029	1	3	566	11779
FBtr0078117	155334	156029	156029	1	3	569	11779
FBtr0301886	155334	156029	156029	1	3	572	11779
FBtr0340650	156028	157665	156029	1	3	575	11908
FBtr0078119	156148	157665	157665	1	3	578	11908
FBtr0091612	157835	158663	157665	2	2	581	11611
FBtr0330652	159031	201587	158663	1	14	583	12321
FBtr0078122	159031	201587	201587	1	12	597	12321
FBtr0306341	159031	201587	201587	1	13	609	12321
FBtr0332336	159031	203249	201587	1	14	622	12321
FBtr0078121	159031	203396	203249	1	11	636	12321
FBtr0332337	182819	201587	203396	1	11	647	12321
FBtr0330653	182819	203249	203396	1	11	658	12321
FBtr0078123	182819	203249	203396	1	10	669	12321
FBtr0078124	203778	204781	203396	1	2	679	13065
FBtr0308246	204742	206796	204781	2	4	681	12453
FBtr0078146	204742	207296	206796	2	4	685	12453
FBtr0332338	207178	210505	207296	1	3	689	12944
FBtr0078125	207405	210505	210505	1	3	692	12944
FBtr0332339	207405	210724	210505	1	3	695	12944
FBtr0078145	210734	221961	210724	2	7	698	12484
FBtr0308253	210734	250822	221961	2	19	705	12484
FBtr0308255	210734	250822	250822	2	17	724	12484
FBtr0078144	210734	250822	250822	2	18	741	12484
FBtr0308254	210734	250822	250822	2	17	759	12484
FBtr0299837	210734	250822	250822	2	17	776	12484
FBtr0078126	232486	234207	250822	1	2	793	11595
FBtr0336990	251038	252372	250822	2	5	795	13523
FBtr0078143	251162	252372	252372	2	5	800	13523
FBtr0336989	252588	254749	252372	2	5	805	12791
FBtr0078140	252588	271743	254749	2	5	810	12791
FBtr0078141	252588	271743	271743	2	5	815	12791
FBtr0308252	259948	267504	271743	2	1	820	11706
FBtr0078142	263465	267504	271743	2	1	821	11706
FBtr0078127	269087	271625	271743	1	3	822	12616
FBtr0078139	271911	273714	271743	2	2	825	13845
FBtr0343777	273835	274693	273714	1	1	827	13235
FBtr0078128	273936	274765	274693	1	1	828	13235
FBtr0300804	274739	277211	274765	2	4	829	13725
FBtr0330649	274739	277211	277211	2	4	833	13725
FBtr0330648	274739	277211	277211	2	4	837	13725
FBtr0330650	274739	278233	277211	2	4	841	13725
FBtr0078129	277581	282166	278233	1	6	845	12649
FBtr0343780	281669	283194	282166	2	2	851	13421
FBtr0343779	281970	283194	283194	2	2	853	13421
FBtr0078137	281970	283268	283194	2	2	855	13421
FBtr0078136	283384	285725	283268	2	3	857	12100
FBtr0113009	283384	291794	285725	2	4	860	12100
FBtr0343778	283384	291794	291794	2	4	864	12100
FBtr0078135	283661	286530	291794	2	3	868	12100
FBtr0078134	287251	288931	291794	2	1	871	13401
FBtr0330647	287251	289143	291794	2	1	872	13401
FBtr0078130	292418	293221	291794	1	2	873	12571
FBtr0333408	292958	294680	293221	2	2	875	11275
FBtr0078133	293352	294680	294680	2	2	877	11275
FBtr0078131	295121	297448	294680	1	4	879	11944
FBtr0331205	297879	303933	297448	1	3	883	12471
FBtr0331208	297879	305232	303933	1	3	886	12471
FBtr0331207	301705	305232	305232	1	2	889	12471
FBtr0331206	301705	305232	305232	1	1	891	12471
FBtr0330673	305934	346254	305232	1	16	892	12001
FBtr0078047	305934	346254	346254	1	17	908	12001
FBtr0078049	305934	355565	346254	1	18	925	12001
FBtr0330674	310199	346254	355565	1	17	943	12001
FBtr0078048	310199	346540	355565	1	17	960	12001
FBtr0078050	310199	347926	355565	1	17	977	12001
FBtr0078099	318361	319258	355565	2	1	994	12019
FBtr0078098	320278	321247	355565	2	1	995	13781
FBtr0078052	322100	323090	355565	1	1	996	12749
FBtr0330695	325521	329760	355565	2	2	997	13362
FBtr0330696	327428	329760	355565	2	1	999	13362
FBtr0078096	329909	332334	355565	2	1	1000	13355
FBtr0078094	355564	357873	355565	2	4	1001	13135
FBtr0330651	355564	357873	357873	2	5	1005	13135
FBtr0078095	355564	357873	357873	2	5	1010	13135
FBtr0078053	378111	387438	357873	1	5	1015	13784
FBtr0331204	396594	402053	387438	2	5	1020	13215
FBtr0078093	396594	402197	402053	2	5	1025	13215
FBtr0078054	404284	407968	402197	1	3	1030	12656
FBtr0089488	408029	414776	407968	2	9	1033	11287
FBtr0089489	408875	412884	414776	2	8	1042	11287
FBtr0078055	415066	418535	414776	1	3	1050	11398
FBtr0078090	418433	419651	418535	2	1	1053	12831
FBtr0078056	419951	420696	419651	1	2	1054	13514
FBtr0331932	419951	420863	420696	1	2	1056	13514
FBtr0078089	420894	421449	420863	2	1	1058	13155
FBtr0078057	421770	422488	421449	1	2	1059	12787
FBtr0078058	422872	425320	422488	1	4	1061	12256
FBtr0078059	431226	448700	425320	1	6	1065	12077
FBtr0329832	431226	448700	448700	1	6	1071	12077
FBtr0331233	448253	453023	448700	2	6	1077	11356
FBtr0078087	448253	453023	453023	2	5	1083	11356
FBtr0304741	448715	451301	453023	2	5	1088	11356
FBtr0331232	448715	452751	453023	2	5	1093	11356
FBtr0078088	448715	453023	453023	2	6	1098	11356
FBtr0078060	453107	454653	453023	1	2	1104	11982
FBtr0331230	455530	458744	454653	1	8	1106	13102
FBtr0078061	455530	458744	458744	1	7	1114	13102
FBtr0331231	455530	458744	458744	1	7	1121	13102
FBtr0310035	458875	471554	458744	2	2	1128	13073
FBtr0310034	458875	472199	471554	2	2	1130	13073
FBtr0078062	473012	476169	472199	1	7	1132	13327
FBtr0333012	476219	540531	476169	1	8	1139	13855
FBtr0333013	476219	540531	540531	1	9	1147	13855
FBtr0078084	476445	479687	540531	2	1	1156	12370
FBtr0310030	476445	479687	540531	2	2	1157	12370
FBtr0078083	476445	479687	540531	2	2	1159	12370
FBtr0310027	490834	540531	540531	1	8	1161	13855
FBtr0078063	523465	540559	540531	1	8	1169	13855
FBtr0329895	523735	540559	540559	1	8	1177	13855
FBtr0310028	540598	542579	540559	2	3	1185	13147
FBtr0078082	541236	542579	542579	2	2	1188	13147
FBtr0078081	541392	542579	542579	2	2	1190	13147
FBtr0310029	541392	542579	542579	2	2	1192	13147
FBtr0078080	542785	544652	542579	2	3	1194	11439
FBtr0344014	544924	552453	544652	2	4	1197	13352
FBtr0078064	545128	547095	552453	1	4	1201	13665
FBtr0112854	547015	549501	552453	2	3	1205	13352
FBtr0078079	547015	552453	552453	2	3	1208	13352
FBtr0345429	547015	552922	552453	2	3	1211	13352
FBtr0078078	553741	559078	552922	2	6	1214	13107
FBtr0303763	553741	560309	559078	2	6	1220	13107
FBtr0078066	559611	560522	560309	1	2	1226	12691
FBtr0332341	560567	563346	560522	2	2	1228	11643
FBtr0332342	560567	563346	563346	2	1	1230	11643
FBtr0078076	560567	563346	563346	2	2	1231	11643
FBtr0345577	560567	563818	563346	2	2	1233	11643
FBtr0078067	564162	566471	563818	1	1	1235	11769
FBtr0078075	566365	568120	566471	2	4	1236	11911
FBtr0078068	568339	572715	568120	1	3	1240	12326
FBtr0332340	568339	572906	572715	1	3	1243	12326
FBtr0078074	573032	574263	572906	2	1	1246	12829
FBtr0310022	574290	575733	574263	1	4	1247	11758
FBtr0078069	574507	575733	575733	1	3	1251	11758
FBtr0346726	575710	576549	575733	2	2	1254	13059
FBtr0333746	575710	576549	576549	2	3	1256	13059
FBtr0346650	575710	576895	576549	2	3	1259	13059
FBtr0078070	577485	579548	576895	1	3	1262	13170
FBtr0347398	583539	588046	579548	2	2	1265	11487
FBtr0343220	583543	594684	588046	2	3	1267	11487
FBtr0343221	583543	594684	594684	2	3	1270	11487
FBtr0078071	602812	603561	594684	1	2	1273	11796
FBtr0310023	602812	604429	603561	1	2	1275	11796
FBtr0308305	620297	621200	604429	2	1	1277	12920
FBtr0077998	624616	625555	621200	1	1	1278	12928
FBtr0077999	625651	628199	625555	1	1	1279	11807
FBtr0078045	640012	714982	628199	2	12	1280	13046
FBtr0343249	640305	714982	714982	2	12	1292	13046
FBtr0078000	728361	730563	714982	1	1	1304	13062
FBtr0301316	737211	741790	730563	2	6	1305	12062
FBtr0078043	737211	744394	741790	2	8	1311	12062
FBtr0301317	737211	744394	744394	2	8	1319	12062
FBtr0343785	749944	762141	744394	1	11	1327	13097
FBtr0308257	750608	762141	762141	1	11	1338	13097
FBtr0343787	750608	762398	762141	1	11	1349	13097
FBtr0301439	752799	757519	762398	1	6	1360	13097
FBtr0078001	752799	762141	762398	1	10	1366	13097
FBtr0343786	752799	762141	762398	1	10	1376	13097
FBtr0346526	752799	762141	762398	1	10	1386	13097
FBtr0078003	773546	774016	762398	1	1	1396	12563
FBtr0078004	776535	776940	774016	1	1	1397	11816
FBtr0078005	779172	779654	776940	1	1	1398	13117
FBtr0078006	780481	782884	779654	1	4	1399	13442
FBtr0331651	781275	782884	782884	1	4	1403	13442
FBtr0078007	784335	786157	782884	1	1	1407	11827
FBtr0331652	784335	788775	786157	1	2	1408	11827
FBtr0078042	786152	790797	788775	2	5	1410	12144
FBtr0078008	810576	811530	790797	1	4	1415	11319
FBtr0078009	811583	813379	811530	1	2	1419	13436
FBtr0078041	813313	815949	813379	2	5	1421	11501
FBtr0332974	813313	815949	815949	2	5	1426	11501
FBtr0078010	815992	817031	815949	1	1	1431	11464
FBtr0332972	815992	818095	817031	1	1	1432	11464
FBtr0078040	816993	817949	818095	2	2	1433	13466
FBtr0078039	818078	819507	818095	2	2	1435	11447
FBtr0078011	819963	821208	819507	1	1	1437	11554
FBtr0305507	821288	824336	821208	1	4	1438	12540
FBtr0078012	821421	824336	824336	1	3	1442	12540
FBtr0301908	821421	824336	824336	1	4	1445	12540
FBtr0100469	821421	824336	824336	1	2	1449	12540
FBtr0078038	824328	825860	824336	2	1	1451	13532
FBtr0332973	825968	832330	825860	1	6	1452	11592
FBtr0078013	825968	833240	832330	1	6	1458	11592
FBtr0078015	825968	833240	833240	1	6	1464	11592
FBtr0078014	825968	833240	833240	1	6	1470	11592
FBtr0302121	833583	842942	833240	2	6	1476	12216
FBtr0302120	833583	851070	842942	2	6	1482	12216
FBtr0302612	833583	851070	851070	2	5	1488	12216
FBtr0078037	833586	842942	851070	2	5	1493	12216
FBtr0334763	834866	851070	851070	2	4	1498	12216
FBtr0334797	851250	852729	851070	2	4	1502	13177
FBtr0078034	851315	852729	852729	2	4	1506	13177
FBtr0078016	852767	854538	852729	1	3	1510	12865
FBtr0334794	852847	854538	854538	1	3	1513	12865
FBtr0078017	855336	856235	854538	1	3	1516	13437
FBtr0334795	855470	856235	856235	1	3	1519	13437
FBtr0334796	855470	856638	856235	1	3	1522	13437
FBtr0445832	860196	861805	856638	1	3	1525	11420
FBtr0078018	860308	861805	861805	1	3	1528	11420
FBtr0078033	861848	865860	861805	2	7	1531	11947
FBtr0078032	861848	868012	865860	2	6	1538	11947
FBtr0078031	861848	868353	868012	2	6	1544	11947
FBtr0078030	868672	869856	868353	2	1	1550	12115
FBtr0091487	870464	874148	869856	1	5	1551	11525
FBtr0091489	870464	877037	874148	1	5	1556	11525
FBtr0332000	870464	877037	877037	1	6	1561	11525
FBtr0091486	871094	874148	877037	1	5	1567	11525
FBtr0345634	877171	885140	877037	2	15	1572	13209
FBtr0078023	877301	878269	885140	1	2	1587	11495
FBtr0332181	878180	885140	885140	2	15	1589	13209
FBtr0345738	898499	901315	885140	1	2	1604	12020
FBtr0078025	898643	901315	901315	1	2	1606	12020
FBtr0336969	914085	917804	901315	1	11	1608	11694
FBtr0077949	922792	958097	917804	1	11	1619	11578
FBtr0305064	922792	958097	958097	1	10	1630	11578
FBtr0301417	1008377	1048052	958097	2	12	1640	13500
FBtr0332270	1011420	1034581	1048052	2	11	1652	13500
FBtr0301416	1011420	1043217	1048052	2	11	1663	13500
FBtr0077997	1026104	1026896	1048052	2	1	1674	13383
FBtr0301087	1037245	1038532	1048052	1	1	1675	13066
FBtr0077951	1037245	1038684	1048052	1	2	1676	13066
FBtr0077993	1049673	1077814	1048052	2	5	1678	11806
FBtr0077994	1051791	1077810	1077814	2	5	1683	11806
FBtr0077952	1077947	1080802	1077814	1	3	1688	12564
FBtr0077953	1080910	1083377	1080802	1	5	1691	13792
FBtr0332569	1080910	1085379	1083377	1	5	1696	13792
FBtr0332570	1083090	1102503	1085379	2	9	1701	13400
FBtr0332571	1083247	1102503	1102503	2	8	1710	13400
FBtr0332273	1103253	1108372	1102503	2	8	1718	12233
FBtr0077989	1103482	1108372	1108372	2	8	1726	12233
FBtr0077954	1108539	1112693	1108372	1	7	1734	12247
FBtr0077955	1112940	1114137	1112693	1	4	1741	12747
FBtr0332272	1114653	1119030	1114137	2	5	1745	12253
FBtr0077988	1114653	1119030	1119030	2	4	1750	12253
FBtr0077987	1114653	1128952	1119030	2	5	1754	12253
FBtr0077956	1129315	1132410	1128952	1	3	1759	11209
FBtr0077986	1132331	1134097	1132410	2	1	1762	11898
FBtr0077957	1134692	1140987	1134097	1	5	1763	13168
FBtr0332271	1134692	1141155	1140987	1	5	1768	13168
FBtr0077958	1143200	1147394	1141155	1	4	1773	13613
FBtr0077959	1147821	1149448	1147394	1	1	1777	11539
